Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Redemption eligible (product.metafields.app--22258319361--tyb.redemption_eligible),linked color products (product.metafields.custom.linked_color_products),swatch color (product.metafields.custom.swatch_color),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Hair styling tool features (product.metafields.shopify.hair-styling-tool-features),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / India,Price / India,Compare At Price / India,Status
dafni-klix-the-minimalist-sandstone-set-of-3,DAFNI KLIX - the minimalist - Sandstone - Set of 3,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-end=""110"" data-start=""58""><strong data-end=""78"" data-start=""58"">Set of 3 Colors:</strong><br data-end=""81"" data-start=""78"">Emberwood Brown<meta charset=""utf-8""> • Taupe Truffle<meta charset=""utf-8""> • Cafe au Lait<br></p>
<p data-end=""110"" data-start=""58""><strong>Size: <br>2 cm each piece</strong></p>
<p data-end=""182"" data-start=""112"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-end=""182"" data-start=""112""><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" title=""YouTube video player""></iframe></p>
<p data-end=""182"" data-start=""112""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX2-1EB1TT1CL,54.4310844,shopify,continue,manual,25.00,25.00,true,true,,,,,'791689996004,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/patent_pending.png?v=1770579174,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-minimalist-golden-hour-set-of-3-copy; dafni-klix-the-minimalist-set-of-3; dafni-klix-the-minimalist-iconic-edit-set-of-3; dafni-klix-the-minimalist-sandstone-set-of-3,#dec6b0,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1255_1.jpg?v=1774521330,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5906.jpg?v=1774521330,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1255_2.jpg?v=1774520870,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1261_1.jpg?v=1774520870,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1261_f339d2df-1fad-4a7e-b6e4-4b25a6dfb96b.jpg?v=1774520870,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5888.jpg?v=1774521016,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1400_1.jpg?v=1774520861,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/taupe.jpg?v=1774520861,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/taupe1.jpg?v=1774520861,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-sandstone-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/TAUPE_MINIMALIST.jpg?v=1774520861,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-sandstone-set-of-2,DAFNI KLIX - the icon -  Sandstone - Set of 2,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-end=""110"" data-start=""58""><strong data-end=""78"" data-start=""58"">Set of 2 Colors:</strong><br data-end=""81"" data-start=""78""><meta charset=""utf-8"">Emberwood Brown<meta charset=""utf-8""> • Taupe Truffle<br></p>
<p data-end=""110"" data-start=""58""><strong>Size: <br></strong>3 cm each piece</p>
<p data-end=""182"" data-start=""112"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-end=""182"" data-start=""112""><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" title=""YouTube video player""></iframe></p>
<p data-end=""182"" data-start=""112""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX1-1EB1TT,54.4310844,shopify,continue,manual,20.00,20.00,true,true,,,,,'791689996011,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/icon_patent_pending.png?v=1770579207,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-icon-urban-oasis-set-of-2-copy; dafni-klix-the-icon-iconic-edit-set-of-2; dafni-klix-the-icon-sandstone-set-of-2; dafni-klix-the-icon-set-of-2-brown-turquoise; dafni-klix-the-icon-set-of-2-brown-turquoise-copy,#dec6b0,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-icon-sandstone-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/KLIKS_0356_1.jpg?v=1774521341,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-sandstone-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_4973.jpg?v=1774521341,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-sandstone-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1390_2.jpg?v=1774521341,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-sandstone-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_4989.jpg?v=1774521341,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-sandstone-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/TAUPE_ICON_ae36c54b-db83-44d6-af8d-bdcb966bab53.jpg?v=1774520897,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-pearl-white,DAFNI KLIX - THE BOW - Pearl White,"<h3>YES! We reinvented the hair bow!</h3>
<ul>
<li>
<strong>Finally, effortless made easy</strong> get the bow you always wanted strongly secure in a click</li>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging<meta charset=""utf-8"">
</li>
<li>
<strong>Endless iconic hairstyles </strong>are a click away.</li>
<li>Patent pending.</li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Color:</strong><br data-start=""78"" data-end=""81"">White.</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong><meta charset=""utf-8"">Thoughtfully designed at 5"" × 9.5"".<br></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",BOWS,"",true,Title,Default Title,,,,,,,,DH3.4KX3-1W,0.0,shopify,continue,manual,25.00,,true,true,,,,,'791689995458,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/WHITEBOW.jpg?v=1774522884,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-bow-rose-gold-copy; dafni-klix-the-bow-black; dafni-klix-the-bow-navy; dafni-klix-the-bow-pearl-white; dafni-klix-the-bow-rose-gold,#F8F6F0,,,,white,,,,,kg,,,true,,,true,,,active
dafni-klix-the-bow-pearl-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/WHITEBOW_OPEN.jpg?v=1774522884,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-pearl-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5517.jpg?v=1774522884,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-pearl-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5626.jpg?v=1774521189,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-pearl-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5603.jpg?v=1774521189,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,DAFNI KLIX - the icon -  Iconic Edit - Set of 2,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Set of 2 Colors:</strong><br data-start=""78"" data-end=""81"">Brown • Lunar black</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong>3 cm each piece</p>
<p data-start=""112"" data-end=""182"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-start=""112"" data-end=""182""><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" height=""315"" width=""560""></iframe></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX1-1L1A,54.4310844,shopify,continue,manual,20.00,20.00,true,true,,,,,'791689995991,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/ICONICEDIT-icon.png?v=1770573642,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-icon-urban-oasis-set-of-2-copy; dafni-klix-the-icon-iconic-edit-set-of-2; dafni-klix-the-icon-sandstone-set-of-2; dafni-klix-the-icon-set-of-2-brown-turquoise; dafni-klix-the-icon-set-of-2-brown-turquoise-copy,#312e22,,'1,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1782.jpg?v=1770573642,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1777.jpg?v=1770573642,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1774.jpg?v=1770573642,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/55.png?v=1770573642,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/61.png?v=1770573642,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/58.png?v=1770573642,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-iconic-edit-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/60.png?v=1770573642,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-iconic-edit-set-of-3,DAFNI KLIX - the minimalist - Iconic Edit - Set of 3,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Set of 3 Colors:</strong><br data-start=""78"" data-end=""81""><meta charset=""utf-8"">Brown • <meta charset=""utf-8"">Brown • Lunar Black</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br>2 cm each piece</strong></p>
<p data-start=""112"" data-end=""182"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-start=""112"" data-end=""182""><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" height=""315"" width=""560""></iframe></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX2-1L2A,54.4310844,shopify,continue,manual,25.00,25.00,true,true,,,,,'791689995984,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_KLIX_ICONIC_EDIT_MINIMALIST_COVER_PACKSHOT.png?v=1770573664,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-minimalist-golden-hour-set-of-3-copy; dafni-klix-the-minimalist-set-of-3; dafni-klix-the-minimalist-iconic-edit-set-of-3; dafni-klix-the-minimalist-sandstone-set-of-3,#312e22,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-minimalist-iconic-edit-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/49.png?v=1770573664,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-iconic-edit-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/48.png?v=1770573664,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-iconic-edit-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1398.jpg?v=1770573664,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-iconic-edit-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1278.jpg?v=1770573664,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-iconic-edit-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1274.jpg?v=1771514333,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,DAFNI KLIX - the minimalist - Eternal Blush - Set of 3,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-end=""110"" data-start=""58""><strong data-end=""78"" data-start=""58"">Set of 3 Colors:</strong><br data-end=""81"" data-start=""78"">Lunar Black • Rose Gold • Cherry Rose</p>
<p data-end=""110"" data-start=""58""><strong>Size: <br>2 cm each piece</strong></p>
<p data-end=""182"" data-start=""112"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-end=""182"" data-start=""112""><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" title=""YouTube video player""></iframe></p>
<p data-end=""182"" data-start=""112""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX2-1R1L1C,54.4310844,shopify,continue,manual,25.00,25.00,true,true,,,,,'791689996028,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/dafni_klix_eternal_blush_minim.png?v=1766574346,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-minimalist-golden-hour-set-of-3-copy; dafni-klix-the-minimalist-set-of-3; dafni-klix-the-minimalist-iconic-edit-set-of-3; dafni-klix-the-minimalist-sandstone-set-of-3,#ef9792,,'0,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/1_cf11c99a-d70d-4d2b-8f84-f752332ca35f.png?v=1766679477,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1264.jpg?v=1766679477,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1253.jpg?v=1766679477,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1274.jpg?v=1771514333,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1251.jpg?v=1766679477,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1267.jpg?v=1766679477,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/dbfe5be0a6499b5e1d870ddc66719d5c.png?v=1766679477,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1278.jpg?v=1770573664,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1394.jpg?v=1766574346,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1398.jpg?v=1770573664,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1402.jpg?v=1766574346,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-minimalist-golden-hour-set-of-3-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1216.jpg?v=1766574346,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,DAFNI KLIX - the icon -  Eternal Blush - Set of 2,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Set of 2 Colors:</strong><br data-start=""78"" data-end=""81"">Rose Gold • Cherry Rose</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong>3 cm each piece</p>
<p data-start=""112"" data-end=""182"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-start=""112"" data-end=""182""><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" height=""315"" width=""560""></iframe></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX1-1R1C,54.4310844,shopify,deny,manual,20.00,20.00,true,true,,,,,'0791689996035,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/eternal_back.png?v=1775159660,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-icon-iconic-edit-set-of-2; dafni-klix-the-icon-sandstone-set-of-2; dafni-klix-the-icon-set-of-2-brown-turquoise; dafni-klix-the-icon-set-of-2-brown-turquoise-copy; dafni-klix-the-icon-urban-oasis-set-of-2-copy,#ef9792,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/9611c3726526a2ef0b0ee9d6727ce02f.png?v=1775159636,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/fe9ab9a7bb87336006a39798a237b4ae.png?v=1775159636,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/3ffb1fe3bcd744c982e569a2ad30ba6e.png?v=1775159636,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/149f97856241e052ce6011c596186cc1.png?v=1775159636,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1388.jpg?v=1775159636,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1239.jpg?v=1775159636,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1242.jpg?v=1775159636,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
